stop_I,lat,lon,name,city_center
515,48.109803,-1.678283,République,1
516,48.103307,-1.689206,Saint-Conwoïon,1
517,48.129137,-1.630168,Longs Champs Est,0
518,48.125139,-1.65309,Joliot-Curie,1
519,48.125198,-1.652864,Joliot-Curie,1
520,48.084157,-1.679166,Alma,0
521,48.083961,-1.678307,Alma,0
522,48.13073,-1.675781,Armorique,1
523,48.130639,-1.677011,Armorique,1
524,48.104031,-1.635026,Pré Garel,0
525,48.132662,-1.636187,ZA Saint-Sulpice,0
526,48.132353,-1.636152,ZA Saint-Sulpice,0
527,48.096655,-1.636527,Haut Sancé,0
528,48.123688,-1.660475,Painlevé,1
529,48.095933,-1.637156,Haut Sancé,0
530,48.123062,-1.651491,Lycée Chateaubriand,1
531,48.122545,-1.651088,Lycée Chateaubriand,1
532,48.114823,-1.715624,Chambre Agriculture,0
533,48.110714,-1.673658,Place Pasteur,1
535,48.087443,-1.674436,Henri Fréville,0
536,48.087634,-1.646331,La Poterie,0
537,48.087524,-1.64332,La Poterie,0
538,48.087481,-1.643137,La Poterie,0
540,48.132848,-1.69573,Dulac,1
541,48.133287,-1.69535,Dulac,1
542,48.129576,-1.674167,Motte Brûlon,1
543,48.129787,-1.673922,Motte Brûlon,1
544,48.125261,-1.667791,Volney,1
545,48.125318,-1.667695,Volney,1
547,48.12689,-1.629952,Clos Courtel,0
548,48.101462,-1.676188,Gare Sud Féval,1
549,48.104211,-1.670598,Gares,1
550,48.130233,-1.627664,Cesson Hôpital Privé,0
551,48.130071,-1.628026,Cesson Hôpital Privé,0
552,48.124609,-1.594305,Grand Domaine,0
553,48.125255,-1.596592,Petits Champs,0
554,48.123121,-1.600517,Bourgchevreuil,0
555,48.123628,-1.604384,La Coulée,0
556,48.123585,-1.608134,Fontenelle,0
557,48.12279,-1.610938,Mare Pavée,0
558,48.121108,-1.60998,Maison d'Accueil,0
559,48.11839,-1.608504,Muguet,0
560,48.116419,-1.607397,Vilaine,0
561,48.114721,-1.609708,Sports et Nature,0
562,48.114253,-1.616314,Hublais,0
563,48.114224,-1.621951,Taillis,0
564,48.114121,-1.630367,Champs Péans,0
565,48.114037,-1.628008,Champs Péans,0
566,48.114105,-1.621837,Taillis,0
567,48.114168,-1.613754,Hublais,0
568,48.114642,-1.609545,Sports et Nature,0
569,48.115593,-1.606961,Vilaine,0
570,48.118449,-1.608322,Muguet,0
571,48.121255,-1.609884,Maison d'Accueil,0
572,48.122782,-1.61077,Mare Pavée,0
573,48.123456,-1.608183,Fontenelle,0
574,48.123463,-1.604091,La Coulée,0
575,48.123131,-1.600719,Bourgchevreuil,0
576,48.124795,-1.596767,Petits Champs,0
577,48.123895,-1.593417,Grand Domaine,0
578,48.106229,-1.621342,Charmilles,0
579,48.10133,-1.623467,Bas Village,0
580,48.099569,-1.621217,Forum,0
581,48.09967,-1.620857,Forum,0
582,48.101206,-1.624003,Bas Village,0
583,48.106047,-1.62563,Erbonière,0
584,48.114975,-1.590774,Haut Grippé,0
585,48.114462,-1.600472,Bordage,0
586,48.116167,-1.600377,Chalotais,0
587,48.120514,-1.599543,Cesson Collège,0
588,48.124644,-1.613102,Les Lacs,0
589,48.124354,-1.618478,Cormier,0
590,48.127362,-1.62431,Belle Fontaine,0
591,48.127387,-1.628256,Clos Courtel,0
592,48.127329,-1.62766,Clos Courtel,0
593,48.127213,-1.623967,Belle Fontaine,0
594,48.124466,-1.617618,Cormier,0
595,48.124436,-1.614097,Les Lacs,0
596,48.120244,-1.599275,Cesson Collège,0
597,48.115847,-1.600734,Chalotais,0
598,48.123129,-1.601975,Métairies Chalotais,0
599,48.119961,-1.602179,Cesson Piscine,0
600,48.118557,-1.604529,Cesson Mairie,0
601,48.113861,-1.603295,Cesson Gare,0
602,48.112638,-1.607261,Peupliers,0
603,48.109302,-1.609073,Monniais,0
604,48.10784,-1.614683,Rond Point de Bray,0
605,48.106515,-1.621243,Charmilles,0
606,48.107771,-1.614065,Rond Point de Bray,0
607,48.108743,-1.60963,Monniais,0
608,48.112543,-1.607297,Peupliers,0
609,48.113984,-1.603204,Cesson Gare,0
610,48.118312,-1.604191,Cesson Mairie,0
611,48.120381,-1.602371,Cesson Piscine,0
612,48.123149,-1.60173,Métairies Chalotais,0
613,48.145148,-1.608661,Victoire,0
614,48.140415,-1.616907,Calendrou,0
615,48.140592,-1.616329,Calendrou,0
616,48.145118,-1.608407,Victoire,0
617,48.123547,-1.611239,Mare Pavée,0
618,48.123363,-1.611301,Mare Pavée,0
619,48.134039,-1.629208,Lande Bouhard,0
620,48.134211,-1.628608,Lande Bouhard,0
621,48.12886,-1.605971,Verger,0
622,48.127399,-1.612799,Gaudais,0
623,48.126799,-1.619769,Bouriande,0
624,48.126993,-1.619975,Bouriande,0
625,48.12696,-1.614219,Gaudais,0
626,48.12903,-1.604741,Verger,0
627,48.116152,-1.582472,Champelé,0
628,48.114279,-1.600415,Bordage,0
629,48.124609,-1.590688,Stade Dézerseul,0
630,48.113572,-1.59052,Rigourdière,0
631,48.131755,-1.597946,Village Collectivités,0
632,48.106097,-1.625877,Erbonière,0
633,48.113318,-1.59004,Rigourdière,0
634,48.114919,-1.590425,Haut Grippé,0
635,48.116039,-1.582351,Champelé,0
636,48.099651,-1.603046,Ménouriais,0
637,48.137351,-1.62275,Château de Vaux,0
638,48.137379,-1.622408,Château de Vaux,0
639,48.130368,-1.631314,Longs Champs Est,0
640,48.104606,-1.63076,Buisson,0
641,48.104575,-1.630458,Buisson,0
642,48.131589,-1.624653,Chêne Germain,0
643,48.131892,-1.624417,Chêne Germain,0
644,48.134763,-1.621832,Champs Blancs,0
645,48.134856,-1.621311,Champs Blancs,0
646,48.127869,-1.629152,Clos Courtel,0
647,48.075489,-1.716264,Morinais,0
648,48.077395,-1.715725,Collège Jean Moulin,0
649,48.07942,-1.71571,Médiathèque,0
650,48.082557,-1.715255,Jean Marin,0
651,48.083243,-1.710049,Roger Dodin,0
652,48.087497,-1.706946,Gaité,0
653,48.093763,-1.700339,Lilas,0
654,48.095802,-1.694528,Commeurec,0
655,48.095716,-1.694313,Commeurec,0
656,48.09378,-1.699969,Lilas,0
657,48.087261,-1.707384,Gaité,0
658,48.084407,-1.709256,Roger Dodin,0
659,48.082491,-1.715453,Jean Marin,0
660,48.079869,-1.715526,Médiathèque,0
661,48.076909,-1.715921,Collège Jean Moulin,0
662,48.08731,-1.69473,Pressoirs,0
663,48.090645,-1.695013,25 Fusillés,0
664,48.092405,-1.69168,Saint-Yves,0
665,48.09408,-1.690642,Pilate,0
666,48.061591,-1.72464,Gautrais,0
667,48.063117,-1.720383,Rossel,0
668,48.066422,-1.720279,Pommerais,0
669,48.067334,-1.716885,Abbé Grimault,0
670,48.075073,-1.71604,Morinais,0
671,48.086811,-1.70563,Gaité,0
672,48.086645,-1.701446,Rablais Allende,0
673,48.089415,-1.697855,Croix Verte,0
674,48.089797,-1.693146,Pigeon Blanc,0
675,48.089432,-1.697947,Croix Verte,0
676,48.086456,-1.701833,Rablais Allende,0
677,48.086974,-1.706633,Gaité,0
678,48.067424,-1.717305,Abbé Grimault,0
679,48.066447,-1.720123,Pommerais,0
680,48.062757,-1.720815,Rossel,0
681,48.059996,-1.734101,Parc Expo,0
682,48.067372,-1.721674,Aire Libre Aéroport,0
683,48.065007,-1.724483,Centre Météo,0
684,48.077838,-1.712445,Haut Bois,0
685,48.080594,-1.712287,St-Jacques Mairie,0
686,48.08053,-1.71259,St-Jacques Mairie,0
687,48.065059,-1.724639,Centre Météo,0
688,48.066958,-1.722384,Aire Libre Aéroport,0
689,48.059907,-1.73445,Parc Expo,0
690,48.077633,-1.712716,Haut Bois,0
691,48.079303,-1.732963,Bellevue,0
692,48.085087,-1.727469,Le Pâtis,0
693,48.086736,-1.721996,Reuzerais,0
694,48.086662,-1.713071,Maffeys,0
695,48.086561,-1.712426,Maffeys,0
696,48.086647,-1.722185,Reuzerais,0
697,48.085145,-1.727706,Le Pâtis,0
698,48.079221,-1.733373,Bellevue,0
